쯤	0	1
으랴	2	1
작용	4	3
권위주의	6	1
자던	8	1
으려는	10	11
대통령	12	1
직후	14	1
경제	16	1
사건	18	3
개소	20	1
번째	22	1
제작	24	1
사람	26	1
기관	28	1
대서야	30	1
백만	32	1
지라	34	1
씨	36	4
개인	38	2
연구소장	40	1
합금	42	1
단체	44	1
사례	46	1
무시	48	2
시스템	50	2
청소기	52	1
사기꾼	54	1
불가침	56	1
국력	58	1
으셨	60	2
시겠	62	1
존재	64	1
형통	66	1
영토	68	1
전문	70	1
처분	72	1
교환	74	1
년	76	9
성격	78	1
전복	80	1
돌출	82	1
격	84	2
당하	86	19
으로서	88	1
목적	90	1
인가	92	1
공간	94	2
유물	96	1
놓	98	2
교육	100	2
으지라	102	1
사회주의	104	1
의식	106	2
승전	108	1
밖	110	1
정책	112	1
연기	114	2
리	116	2
변수	118	1
부패	120	1
방송국	122	2
항목	124	1
조사	126	1
직전	128	1
단결	130	1
요소	132	1
으시	134	3
예절	136	1
행위	138	2
조상	140	1
의존	142	1
액수	144	1
시대	146	3
호	148	1
단계	150	2
롭	152	34
ㄹ텐데	154	1
문화	156	7
개선	158	1
았더	160	2
성장	162	1
이유	164	2
아라	166	7
활동	168	1
비평가	170	1
운동	172	1
뿐	174	31
인식	176	1
분야	178	1
수단	180	1
ㄴ다라는	182	2
월	184	2
브레인	186	1
화	188	3
다니	190	1
과학	192	2
체험	194	2
운영	196	1
예정	198	1
전문가	200	1
살해	202	1
인물	204	2
주위	206	1
는단다	208	1
가요	210	2
장관	212	1
문학	214	1
취급	216	1
없	218	7
요약	220	1
틀	222	1
는다라는	224	1
규범	226	1
더군	228	1
지방	230	1
철학자	232	1
분석	234	2
같	236	1
는라가는	238	1
법	240	1
숙명론	242	1
제도	244	2
천	246	2
m	248	2
능력	250	1
당	252	1
불멸	254	1
내기	256	1
계급	258	2
자루	260	1
중립	262	1
참여	264	1
범죄	266	2
으리오	268	1
지마라	270	1
누각	272	1
나라	274	1
아야지	276	2
변동	278	1
개혁	280	1
손	282	1
인사	284	1
인정	286	1
명	288	1
식	290	1
학자	292	4
텔러	294	1
상반	296	1
혁명	298	4
음	300	3
아서	302	1
로	304	1
만	306	4
교사	308	1
규정	310	1
봉사	312	1
위안	314	1
지역	316	2
정치	318	1
수상	320	1
말	322	1
시인	324	2
수준	326	1
보완	328	1
국가	330	1
소설	332	1
아야	334	107
집권	336	3
ㄹ쏘냐	338	1
도산	340	1
제국	342	2
방법	344	1
에서	346	16
세포	348	1
아야겠	350	9
병합	352	1
사회	354	3
운동가	356	1
개	358	2
씩	360	1
경쟁	362	1
공공재	364	1
엔진	366	1
전체	368	1
전통	370	1
재배	372	1
분규	374	1
건물	376	1
기계	378	1
의례	380	2
았겠	382	1
기술	384	1
대계	386	1
으라는	388	1
ㄹ지어라	390	1
진압	392	1
십시오	394	5
으냐고	396	1
중심주의	398	1
관계	400	6
위	402	1
과정	404	3
받	406	13
았	408	906
군요	410	1
미터	412	3
단다	414	1
가능	416	6
종교	418	4
품목	420	1
학술	422	1
대립	424	1
스타	426	2
머신	428	1
옵소서	430	2
건설	432	1
다완	434	1
제기	436	1
연구	438	2
型	440	2
민주주의	442	2
분방	444	1
정당	446	1
편의	448	1
주의	450	2
태평	452	1
거리	454	5
투자	456	1
도시	458	3
학파	460	1
생산	462	1
과제	464	1
로부터	466	1
향도	468	1
관련	470	4
성가	472	1
연변	474	1
쪽	476	1
ㄴ지라	478	2
구조	480	3
상태	482	2
행진곡	484	1
민주주의화	486	1
파시즘	488	1
체제	490	2
완결	492	1
으라	494	7
만하	496	1
기술자	498	1
불변	500	5
지향	502	2
방송	504	1
기념관	506	1
양식	508	2
수장	510	2
해	512	1
지배	514	1
는단	516	1
주제	518	1
구	520	1
모델	522	2
너라	524	1
는다는	526	39
예고	528	1
간	530	2
세기	532	3
경	534	5
초	536	1
성분	538	1
ㄹ걸	540	2
사조	542	1
통일	544	1
서	546	1
적정	548	1
평가	550	1
ㄹ지어다	552	1
질서	554	1
불교	556	1
영역	558	2
스포츠	560	2
으려	562	6
면서	564	2
부터	566	13
봉쇄	568	1
달	570	3
통일책	572	1
지구	574	1
