다고는_ecs	1
리오_ef	1
안되_paa	1
는대로_ecs	1
가지_px	1
지면_ecs	1
고도_ecs	1
는가_ecs	1
리만치_ecs	1
리_ef	1
어정쩡하_paa	1
려는데_ecs	1
에서_jca	1
로부터_jca	1
ㄹ까_ecc	1
ㄹ지니_ecs	1
빠르_paa	1
오래_paa	1
깨_pvg	1
므로써_ecs	1
고야_ecx	1
라니_ecs	1
는구나_ef	1
더군_ef	1
손쉽_paa	1
늘_pvg	1
애쓰_pvg	1
니깐_ecs	1
려니와_ecs	1
ㄹ지어라_ef	1
ㄴ다는데_ecs	1
랴_ecs	1
괴롭_paa	1
나마_ecs	1
재미있_paa	1
과하_paa	1
높_paa	1
다만_ecs	1
묻_pvg	1
차_paa	1
아름답_paa	1
데_ef	1
펼치_pvg	1
다._ef	1
자세하_paa	1
눈부시_paa	1
어야지_ecs	1
노라고_ecs	1
ㄹ려고_ecs	1
한가롭_paa	1
ㄴ지라_ecs	1
고서야_ecs	1
믿_pvg	1
분하_paa	1
다든가_ecs	1
같_paa	1
았겠_ep	1
외롭_paa	1
ㄴ가_ecs	1
ㄴ대로_ecs	1
부르_pvg	1
따르_pvg	1
다가도_ecs	1
처럼_jca	1
거니_ecs	1
괜찮_paa	1
애매모호하_paa	1
자유롭_paa	1
어다가_ecs	1
ㄹ런지_ecs	1
에_ef	1
옵니다_ef	1
지만_ecc	1
ㄴ다면서_ecs	1
말씀드리_pvg	1
보_pvg	1
지나치_pvg	1
는지_ecc	1
당당하_paa	1
다든지_ecs	1
ㅂ시요_ef	1
아서야_ecs	1
을른지_ecs	1
걸랑_ecs	1
라구_ef	1
가_jcr	1
뻘겋_paa	1
든지_ecc	1
넘_pvg	1
돌리_pvg	1
는다면서_ecs	1
줄기차_paa	1
건네_pvg	1
느냐며_ecs	1
살_pvg	1
녹_pvg	1
어져_ecs	1
입니다_ef	1
는구나_ecs	1
서_jxc	1
붉_paa	1
든_jxc	1
깊_paa	1
ㄴ다든지_ecs	1
없_xsm	1
어리_paa	1
반갑_paa	1
ㄴ걸_ef	1
지마라_ef	1
는지라_ecs	1
맑_paa	1
어리석_paa	1
ㅆ더_ep	1
좁_paa	1
다기_etn	1
더라_ecs	1
시오_ef	1
비참하_paa	1
타_pvg	1
려다가_ecs	1
다는데_ecs	1
ㅆ겠_ep	1
걷_pvg	1
대로_ecs	1
어떻_paa	1
ㄴ데_ef	1
던지_pvg	1
련만_ecs	1
ㅂ디다_ef	1
일컫_pvg	1
ㄴ거지_ef	1
가볍_paa	1
건_ecc	1
다는_ecs	1
눅진하_paa	1
ㄴ다지만_ecs	1
리만큼_ecs	1
ㄴ데요_ef	1
민첩하_paa	1
덥_paa	1
꾸미_pvg	1
사라지_pvg	1
말하_pvg	1
심하_paa	1
굳_paa	1
군요_ef	1
귀엽_paa	1
아라도_ecs	1
낮_paa	1
읽_pvg	1
남_pvg	1
어선_ecs	1
야지_ecs	1
ㄹ세라_ecs	1
나_ecc	1
구_ef	1
알맞_paa	1
ㄴ데도_ecs	1
론가_ecs	1
의연하_paa	1
서야_ecs	1
ㄹ텐데_ef	1
을지도_ecs	1
올바르_paa	1
바르_paa	1
외치_pvg	1
어서나_ecs	1
ㄹ쏘냐_ef	1
앉_pvg	1
ㄹ지어다_ef	1
당연하_paa	1
ㄴ들_ecs	1
되돌_pvg	1
ㄹ텐데_ecs	1
뜨_paa	1
로_ecs	1
갈라_pvg	1
시겠_ep	1
는단다_ef	1
읍시다_ef	1
라며_jcr	1
평화롭_paa	1
끊_pvg	1
로써_jca	2
ㄹ지라_ef	2
는게_ecs	2
보다_jca	2
ㄴ즉_ecs	2
라고_ef	2
ㅆ었_ep	2
자니까_ecs	2
다면서_ecs	2
곤_ecs	2
는군_ef	2
흐르_pvg	2
라며_ecs	2
ㄴ다든가_ecs	2
ㄹ라치면_ecs	2
찾_pvg	2
리라고는_ecs	2
든지_ecs	2
ㄴ다거나_ecs	2
던지_ecs	2
았더_ep	2
싶_paa	2
다고_ecc	2
느냐_ecs	2
ㄹ지_ef	2
만들_pvg	2
쓰이_pvg	2
리라_ecs	2
을까_ef	2
느냐고_ecs	2
좋_paa	2
행하_pvg	2
어서라면_ecs	2
끊임없_paa	2
라니_ef	2
지는_ecs	2
다지만_ecs	2
다느니_ecs	2
거든_ecs	2
ㄹ걸_ef	2
상관없_paa	2
을지_ecs	2
자니_ecs	2
많_paa	2
ㄴ지라_ef	2
뚜렷하_paa	2
마지않_px	2
다며_ecs	2
조차_jxc	2
느라고_ecs	2
노니_ecs	2
알리_pvg	3
냐건_ecs	3
들_pvg	3
나_ecx	3
주_pvg	3
전하_pvg	3
고_ef	3
지마는_ecs	3
ㅂ시오_ef	3
ㄴ다_ecs	3
는지요_ef	3
새롭_paa	3
싶어하_px	3
ㄹ지언정_ecs	3
게끔_ecs	3
로_jca	3
내리_pvg	3
든가_ecs	3
여_ecs	4
는다고_ecs	4
오르_pvg	4
ㄹ까_ecs	4
아니_paa	4
ㄹ진대_ecs	4
노라면_ecs	4
더라면_ecs	4
게끔_ecx	4
ㄹ까요_ef	4
는지도_ecs	4
려다_ecs	4
리라고_ecs	4
부터_jxc	4
느라_ecs	4
라도_ecs	4
고는_ecs	4
다니_ecs	4
어야지_ef	4
ㄹ세_ef	4
