쉬	0	1
추존	2	1
위	4	3
았었	6	15
었었	8	1
세	10	1
으면서	12	15
대상	14	1
중개사	16	1
ㄹ라고	18	1
스	20	1
느라고	22	1
산업	24	2
뿐	26	2
살	28	1
ㄹ지라도	30	1
년	32	1
도시인	34	1
번	36	1
분	38	3
창설	40	1
ㄴ다던데	42	1
대	44	1
분해	46	1
총독	48	1
귀부인	50	1
답	52	3
천	54	4
같	56	1
는데다가	58	1
공정	60	1
보고	62	1
터	64	1
맛나	66	1
수	68	2
ㄹ라	70	1
더라구여	72	1
아동	74	1
권리	76	1
것	78	1
체	80	2
분비	82	1
고객	84	1
년차	86	2
조정	88	2
기에	90	1
판매량	92	1
기간	94	1
아라	96	3
어다	98	1
추	100	3
판	102	1
떡집	104	1
까지	106	3
어두	108	1
였	110	1
침	112	1
냐고	114	1
약	116	1
우승	118	1
위원회	120	1
진행	122	1
미국법	124	1
소설	126	1
던데	128	2
ㄹ수록	130	2
드라구	132	1
은가	134	2
다란	136	1
내주	138	2
더라고요	140	1
몬	142	1
질	144	1
아니	146	1
역	148	2
화	150	22
사회	152	1
지성	154	1
145	156	1
잡	158	2
1	160	2
냐는	162	1
받	164	36
물	166	1
ㄴ다구	168	1
만족	170	3
방송	172	1
기관사	174	1
ㅁ	176	3
온	178	1
매부	180	1
균형	182	1
습니다만	184	1
법인	186	1
을려면	188	1
정식	190	1
서적	192	1
고플	194	1
성	196	3
월	198	2
일	200	5
든	202	2
가르	204	1
사돈	206	1
세요	208	15
발전	210	1
려	212	8
협	214	1
차리	216	1
려는데	218	2
취업	220	1
듯이	222	1
라니요	224	1
만	226	18
7	228	1
리히	230	1
ㅂ니다만	232	4
되	234	699
겠	236	45
다던	238	1
벗	240	1
문화	242	1
없이	244	2
품이	246	1
탈환	248	1
하구	250	3
ㄴ다는데	252	2
으려는	254	2
든지	256	2
기관	258	5
있	260	46
소년	262	1
다니	264	1
오	266	32
집	268	1
단	270	1
종착역	272	1
기업	274	1
금융	276	2
원	278	5
라도	280	1
출석	282	1
다는데	284	1
먹	286	6
보	288	49
에요	290	8
다면서	292	2
정도	294	2
녀	296	2
아도	298	22
몰이	300	1
중	302	14
드리	304	1
구경	306	1
부	308	1
었	310	832
으므로	312	6
다면	314	8
라면서	316	2
듯	318	1
학년	320	1
음	322	6
랍니다	324	2
ㄴ다면서	326	1
시길	328	1
봉	330	1
