999 23.37022187301114 Namespace(alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=6408331, language='Japanese-GSD_2.4') [5.126782438116338, 3.338603124715877, 3.338603124715877, 3.338603124715877]
だめ 0
める 2
ね 4
よう 6
やすい 8
こむ 10
出来る 12
尽くす 14
出す 16
かねる 18
回る 20
かす 22
かも知れる 24
なさる 26
つづける 28
らるる 30
そうだ 32
まい 34
続ける 36
切る 38
てる 40
できる 42
済み 44
がたい 46
いける 48
なら 50
良い 52
げる 54
あう 56
なければ 58
難い 60
DERIV 62
づめる 64
VAL 66
べし 68
だす 70
易い 72
はじめる 74
べる 76
VOICE/MOOD 78
ざるを得る 80
ある 82
ざるをえる 84
POLITENESS 86
直す 88
たー 90
でした 92
POLARITY 94
くださる 96
わす 98
らす 100
らしい 102
にくい 104
過ぎる 106
かける 108
MOOD 110
ようだ 112
なる 114
がちだ 116
すぎる 118
ちゃう 120
だ 122
みたいだ 124
FIN 126
かもしれる 128
込む 130
合う 132
TAM 134
づらい 136
きる 138
始める 140
うる 142
たら 144
