199 9.102465386993433 Namespace(alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=826770, language='Korean', model=None) [3.4780505596881577, 1.822163718449638, 1.2656229575865874, 1.1052687232433838]
aS 0
ㅂsida 2
dOlado 4
lO 6
nUnda 8
dajiman 10
goja 12
manUn 14
lyO 16
dUs 18
lyOmyOn 20
seyo 22
ㅂniKa 24
jamaja 26
ndanda 28
nUnya 30
ayageS 32
dEsOya 34
OSOS 36
nolamyOn 38
dW 40
jamyOn 42
gun 44
Odo 46
dane 48
ja 50
lyOdaga 52
njUg 54
lyOgo 56
gi 58
asO 60
dOnji 62
gOna 64
lya 66
Oyamani 68
ljiOla 70
geS 72
jiye 74
Pun 76
OsOlado 78
ndago 80
ndUl 82
OyageS 84
noni 86
jiman 88
lago 90
nUnjila 92
ljila 94
sibsiyo 96
ljiOda 98
nde 100
OsO 102
l 104
lilagonUn 106
nya 108
eyo 110
nUnyago 112
nji 114
sibsio 116
nUnguna 118
Ulli 120
Oyaji 122
ndagOna 124
lyOda 126
ljilado 128
i 130
sO 132
nyago 134
nila 136
ㅁ 138
gin 140
myOn 142
dUsi 144
so 146
ㅁse 148
jimala 150
lse 152
O 154
obsosO 156
ndElo 158
aSOS 160
ndadUnga 162
danda 164
gulyO 166
ha 168
OjyO 170
njilUl 172
myOnsO 174
dUl 176
lsulog 178
obnida 180
lanUnde 182
aya 184
guna 186
butO 188
ljindE 190
gosO 192
UlnUnji 194
nUngun 196
aSgeS 198
SdO 200
yO 202
nUlago 204
ado 206
nyagOn 208
dUnga 210
SgeS 212
ndeyo 214
S 216
daga 218
danUn 220
dasipi 222
dOnga 224
gUlOh 226
damyOn 228
dOni 230
ndamyOnsO 232
ndeda 234
lilago 236
landa 238
mUlo 240
syO 242
lKa 244
ljido 246
dabnida 248
ndamyO 250
Kajii 252
Oya 254
gonUn 256
daman 258
damyOnsO 260
boda 262
Ubsida 264
Oda 266
ga 268
sOya 270
lSonya 272
sio 274
jOlOh 276
dani 278
li 280
llyOgo 282
Unga 284
lila 286
lado 288
lgOl 290
longa 292
gOn 294
jago 296
nUnga 298
COlOm 300
OsOya 302
lana 304
limanCi 306
ndajiman 308
nola 310
sigeS 312
dOgun 314
dolog 316
Obs 318
Unde 320
esO 322
Odaga 324
Ola 326
wa 328
joCa 330
losO 332
OTOh 334
dUnji 336
dago 338
danUni 340
nOla 342
nUndamyOn 344
ge 346
gOllaN 348
Ulji 350
da. 352
loda 354
ndanUnde 356
lani 358
nama 360
geKUm 362
dagado 364
ㅁjigha 366
gOndE 368
ndedo 370
ljini 372
gu 374
gedo 376
UllUnji 378
lamyO 380
ㅂdida 382
ala 384
yaji 386
myO 388
alado 390
lamyOn 392
syOS 394
asOya 396
a 398
e 400
ibnida 402
ndamyOn 404
jani 406
nUnge 408
ilagOna 410
Kaji 412
man 414
njila 416
sUbnida 418
jimanUn 420
iyo 422
ngOji 424
loSO 426
gunyo 428
dadUnga 430
gOdUn 432
o 434
dadOla 436
si 438
lane 440
nUnji 442
dO 444
la 446
ltende 448
jimyOn 450
nUndanda 452
lio 454
lKayo 456
yeyo 458
lo 460
nUndago 462
ㅂnida 464
UlKa 466
ya 468
dOla 470
nUndamyOnsO 472
do 474
Wda 476
da 478
goya 480
ni 482
ayaji 484
aSdO 486
dOgumOn 488
ljiOnjON 490
dOlamyOn 492
Ui 494
n 496
ji 498
gOniwa 500
liloda 502
nUnde 504
godo 506
lagu 508
lsela 510
jinUn 512
gOla 514
jila 516
niKan 518
dadUnji 520
OSgeS 522
nUnila 524
damyO 526
jyo 528
nada 530
nUnjiyo 532
OSdO 534
ne 536
llaCimyOn 538
gena 540
janiKa 542
lnUnji 544
sUbniKa 546
de 548
ilya 550
lyOnman 552
nda 554
liyo 556
sUlOb 558
dElo 560
Uljido 562
dagi 564
labnida 566
gon 568
ㅂsio 570
niKayo 572
niKa 574
OsOlamyOn 576
gOnman 578
ngOl 580
ㅂsiyo 582
lyOnUnde 584
Ul 586
go 588
jiyo 590
nga 592
ilOh 594
Un 596
Oyo 598
lan 600
yo 602
danUnde 604
na 606
limankUm 608
SOS 610
dUn 612
nUla 614
nUnjido 616
lji 618
mUloSO 620
gosOya 622
lyOniwa 624
nUn 626
