ncn_장관	0	1
ecx_으면	2	1
ncpa_정치	4	1
ncn_기관지	6	1
ef_더군	8	1
ncpa_단결	10	1
ncn_말	12	1
ncpa_무시	14	1
ncn_문화	16	7
etm_자던	18	1
ncn_전문	20	1
nnc_천	22	2
ncn_액수	24	1
ncn_단체	26	1
ef_리	28	1
ncn_과정	30	3
ncpa_취급	32	1
ncn_이유	34	2
ncn_국력	36	1
ncn_가요	38	2
ncpa_건설	40	1
ncpa_발행	42	1
nbn_중	44	2
ncpa_재배	46	1
nnc_만	48	2
ncn_메카트로닉스	50	1
ef_읍시다	52	1
ncpa_변동	54	1
xsn_중	56	5
ncpa_활동	58	1
ncpa_작용	60	3
ncpa_분석	62	2
ncpa_지향	64	2
xsn_식	66	1
nbu_월	68	2
ncn_머신	70	1
ef_으리오	72	1
ncn_청소기	74	1
ncpa_회견	76	2
ncpa_혁명	78	3
ncps_가능	80	6
ncpa_합금	82	1
nbu_대	84	1
ef_으리	86	1
ncn_문제	88	3
ncpa_존재	90	1
ncn_직후	92	1
ncn_분야	94	1
ncpa_교육	96	2
ncpa_체험	98	2
ncn_과학	100	2
ncpa_의존	102	1
ncn_운동가	104	1
ncn_주위	106	1
nnc_백만	108	1
ncpa_문학	110	1
ncn_기념관	112	1
pvg_느끼	114	2
ncn_기계	116	1
ncpa_예고	118	1
ncn_상태	120	2
ncpa_착오	122	1
ef_아	124	4
ncn_격	126	2
ep_ㅆ었	128	1
ncn_사례	130	1
ncn_조상	132	1
xsm_스럽	134	81
ncpa_전복	136	1
ncpa_방송	138	1
xsn_씩	140	1
ncn_인물	142	2
ncpa_관련	144	4
ncpa_선거	146	1
ncn_학술	148	1
ncn_型	150	2
ncpa_형통	152	1
ncpa_완결	154	1
nbu_개소	156	1
ncn_신호	158	1
ncn_목적	160	1
ncn_항목	162	1
ncpa_평가	164	1
ncpa_돌출	166	1
pvg_묻	168	1
ncn_교사	170	1
ep_시겠	172	1
ncn_박자	174	1
etm_ㄴ다라는	176	2
ncn_성분	178	1
ncn_단계	180	2
ncn_법	182	1
jxc_만	184	2
ncn_정신	186	2
ncn_매개	188	1
ef_아야지	190	2
ncn_시	192	3
nbu_년	194	9
ncn_방법	196	1
pvg_말하	198	1
ncpa_인정	200	1
ncpa_경쟁	202	1
ncpa_상상	204	1
ncn_제도	206	2
ncn_세기	208	3
pvg_뛰	210	1
ef_는단다	212	1
ncn_경제	214	1
ncn_불교	216	1
ncn_국가	218	1
ncpa_보완	220	1
ef_다니	222	1
xsv_시키	224	498
ef_ㄹ쏘냐	226	1
xsv_받	228	13
ncn_사조	230	1
ncn_사기꾼	232	1
ncn_수장	234	2
ncn_수단	236	1
ncn_건물	238	1
ncn_대계	240	1
ncpa_봉쇄	242	1
ncps_분방	244	1
ncn_영토	246	1
ef_지라	248	1
ncn_공간	250	2
ncpa_개선	252	1
ncn_세력	254	5
ncpa_연기	256	2
jca_에서	258	16
ncn_비평가	260	1
nbu_평방	262	2
ncn_계급	264	2
etm_는단	266	1
ep_으셨	268	2
nbu_명	270	1
ncn_철학자	272	1
ncn_연구소장	274	1
nbu_개월	276	2
ncpa_침략	278	1
ncn_시대	280	3
ncn_소설	282	1
ncn_이론	284	1
ncn_의식	286	2
ncn_운동자	288	3
ncpa_조사	290	1
xsn_간	292	2
ncn_다완	294	1
ncn_영역	296	2
pvg_알리	298	2
ncn_사람	300	1
ecx_으려고	302	5
ncpa_도전	304	1
ncpa_도산	306	1
ncpa_제기	308	1
ncpa_운영	310	1
ncn_주제	312	1
ncpa_유예	314	1
xsn_쯤	316	1
ncn_유물	318	1
xsn_화	320	3
ncpa_성가	322	1
ncpa_개혁	324	1
ecs_서	326	1
ncn_전문가	328	1
xsm_롭	330	34
ncn_지방	332	1
ncn_기관	334	1
ncn_대국	336	1
ncn_모델	338	2
px_뻔하	340	2
nbu_달러	342	1
ncn_수준	344	1
nbu_리	346	1
ncn_제국	348	2
ef_다더라	350	1
ncn_체제	352	2
ncpa_불변	354	1
ncn_스포츠	356	2
ncpa_제작	358	1
ncn_초	360	1
ncpa_불멸	362	1
ncn_불가침	364	1
ncpa_처분	366	1
ncn_중심주의	368	1
xsv_당하	370	19
ncn_개인	372	2
pvg_이기	374	1
ep_았겠	376	1
ep_으시	378	3
ncn_전체	380	1
xsm_만하	382	1
ncn_양식	384	2
ncpa_부패	386	1
ncn_사회	388	3
ncn_파동	390	1
ncpa_인식	392	1
ncn_권위주의	394	1
ncps_태평	396	1
ncps_불변	398	4
ncpa_지배	400	1
ecs_면서	402	1
ncn_대	404	1
ncn_방송국	406	2
ncpa_봉사	408	1
nbu_호	410	1
ep_ㅆ겠	412	1
xsm_되	414	12
xsn_들	416	110
xsm_없	418	7
ecc_면서	420	1
ncpa_적정	422	1
ncn_종교	424	4
pvg_배우	426	1
px_성싶	428	1
ncn_시간	430	1
ef_으냐고	432	1
ncn_손	434	1
ncn_출신	436	2
ncn_통일책	438	1
ncn_세포	440	1
xsm_답	442	8
ecs_아서	444	1
ncn_시인	446	2
jca_로	448	1
ncpa_참여	450	1
ncn_혁명	452	1
ncn_연변	454	1
ncn_거리	456	1
ef_ㄹ지어다	458	1
ncpa_공개	460	1
ncn_규범	462	1
nbn_밖	464	1
ncn_편의	466	1
ncn_엔진	468	1
ncn_집권	470	1
ncn_직전	472	1
ncn_상반	474	1
ncn_텔러	476	1
ncpa_성장	478	1
ncpa_가정	480	1
xsn_뿐	482	26
ncn_기술	484	1
ncn_숙명론	486	1
ncn_요소	488	1
jcr_란	490	2
ncn_구조	492	3
jcr_라	494	9
nbn_뿐	496	5
ncpa_범죄	498	2
jxc_부터	500	13
jca_로부터	502	1
etm_으라는	504	1
ncpa_미달	506	1
ncpa_연구	508	2
ncn_산맥	510	1
